,IDfg,Name,WAR,Next_WAR,Prediction_Year,prediction
523,1875,Josh Hamilton,0.35403726708074534,4.3,2008,2.1274943795297863
7803,3114,Jose Lopez,0.17391304347826086,2.2,2008,1.0075045382250616
5462,8585,Yuniesky Betancourt,0.30434782608695654,0.1,2008,1.5392518534118569
2050,3190,Nate McLouth,0.30434782608695654,3.8,2008,1.6149167782769327
2755,6104,Aaron Hill,0.422360248447205,0.6,2008,2.6400912617760577
3459,6073,Brendan Ryan,0.2857142857142857,0.4,2008,1.469569174813489
1384,5997,Conor Jackson,0.27950310559006214,2.9,2008,1.2626631301037716
3065,5995,Kevin Kouzmanoff,0.3478260869565218,2.2,2008,2.106074330790956
1340,5930,Nick Markakis,0.4658385093167702,6.1,2008,3.54865432997494
3889,5811,Kenji Johjima,0.36645962732919257,-1.6,2008,2.042692970098711
642,5631,Matt Kemp,0.31055900621118016,3.3,2008,1.0368751167197547
2251,6195,Ian Kinsler,0.36645962732919257,4.8,2008,2.839781568059748
3212,5590,Reggie Willits,0.30434782608695654,0.6,2008,1.3861586832713155
9167,5248,Alexi Casilla,0.14285714285714285,1.5,2008,0.8860171361689795
8218,5222,Justin Upton,0.17391304347826086,0.6,2008,1.4263563342428158
5150,5209,Alex Gordon,0.3478260869565218,2.6,2008,2.310937447798756
5814,5053,Tony Abreu,0.24844720496894412,-1.1,2008,1.36348253880492
616,5015,Melvin Upton Jr.,0.49068322981366463,4.8,2008,2.972503463237523
2891,4962,Asdrubal Cabrera,0.25465838509316774,1.4,2008,1.670740626296038
5048,4946,Elijah Dukes,0.1987577639751553,2.7,2008,2.1764098101831317
4941,5557,Jarrod Saltalamacchia,0.1987577639751553,-0.3,2008,0.7044987279484003
2916,6265,Andre Ethier,0.31055900621118016,3.3,2008,1.8166440164861015
7421,6274,Carlos Quentin,0.20496894409937888,4.7,2008,1.3870616821447408
1311,6319,Ryan Garko,0.2422360248447205,-0.2,2008,0.9142701633186834
5662,1555,Marco Scutaro,0.2360248447204969,3.0,2008,0.8405835910622643
3796,8581,Tadahito Iguchi,0.31055900621118016,0.0,2008,1.3757405436840688
1431,8370,Dustin Pedroia,0.44099378881987583,6.4,2008,2.7004741015060505
6253,8267,Chris Iannetta,0.2298136645962733,0.4,2008,1.4113906103252445
4518,8259,Kurt Suzuki,0.2857142857142857,3.9,2008,1.9704941172055852
631,8252,Hunter Pence,0.4285714285714286,2.9,2008,2.8475046280524516
5415,8219,Jason Bartlett,0.4161490683229814,1.9,2008,2.7995217151113287
7020,8027,Adam Lind,0.2298136645962733,0.0,2008,1.4172703132419038
272,8001,Hanley Ramirez,0.5341614906832299,7.4,2008,4.403642559899381
2886,7781,Akinori Iwamura,0.4037267080745342,3.0,2008,2.2436442056036934
1630,7619,Mark Reynolds,0.3229813664596274,1.2,2008,1.624974166587021
5504,7528,Kevin Frandsen,0.1987577639751553,-0.6,2008,1.0708222077199014
3176,7490,Josh Fields,0.24844720496894412,-0.7,2008,1.4511422747343956
2801,7399,Billy Butler,0.2360248447204969,-1.1,2008,1.3569025028510158
921,7208,Jeremy Hermida,0.3478260869565218,-0.1,2008,1.4646990507806539
5455,7007,Yadier Molina,0.2981366459627329,4.5,2008,1.6983111806899926
2842,6441,Lastings Milledge,0.2173913043478261,-0.1,2008,1.1593908825215262
3920,4810,Brian McCann,0.30434782608695654,8.6,2008,2.426371799419661
7880,3179,Dioner Navarro,0.20496894409937888,-0.7,2008,1.4802997927097912
3165,4792,Jeff Francoeur,0.4161490683229814,-1.3,2008,2.3318762261809196
2153,4693,Fred Lewis,0.24844720496894412,2.3,2008,1.1630606041199085
2956,3797,J.J. Hardy,0.453416149068323,4.0,2008,2.8757268265854043
191,3787,David Wright,0.7329192546583851,7.0,2008,5.7902610975417135
8497,3751,Felix Pie,0.2360248447204969,1.0,2008,1.3723287009159981
3823,3708,Rajai Davis,0.2670807453416149,0.7,2008,1.3447980891929339
1913,3704,Skip Schumaker,0.2236024844720497,1.8,2008,0.2862773655090689
2114,3692,Jack Hannahan,0.25465838509316774,1.3,2008,0.9908262734332041
1417,3531,Troy Tulowitzki,0.5341614906832299,0.5,2008,3.9005144069229747
6478,3811,Ryan Theriot,0.2670807453416149,3.0,2008,1.6273441346434057
1359,3469,Luke Scott,0.35403726708074534,2.1,2008,2.0017589063713883
2516,3442,Dan Uggla,0.36024844720496896,4.2,2008,2.6260340606566634
129,3410,Ryan Braun,0.36645962732919257,4.5,2008,2.98945645249099
8951,3371,Alejandro De Aza,0.1863354037267081,2.5,2008,0.935633098952569
6864,3364,Miguel Montero,0.19254658385093168,0.9,2008,1.3951877048670438
9048,3336,Alberto Callaspo,0.14285714285714285,1.1,2008,0.7087657224006847
1545,3269,Robinson Cano,0.5031055900621119,0.1,2008,3.38107726293802
3146,3255,Franklin Gutierrez,0.3229813664596274,2.1,2008,1.6284631062568984
8095,3448,Jeff Mathis,0.2298136645962733,1.2,2008,1.3109614950894288
612,3856,Jeff Keppinger,0.33540372670807456,-1.1,2008,1.6429581022597448
3323,3867,Kelly Shoppach,0.2857142857142857,3.0,2008,0.8387972751413117
4209,3882,Chris Young,0.26086956521739135,2.2,2008,2.0499159815040295
1204,4646,Travis Buck,0.3478260869565218,0.9,2008,2.458941575394358
1221,4616,Russell Martin,0.5527950310559007,7.9,2008,4.2947808453888605
146,4613,Prince Fielder,0.5031055900621119,1.3,2008,3.8757488298987033
3175,4606,Chris Snyder,0.31055900621118016,2.0,2008,1.495257595054917
1503,4599,Nick Swisher,0.4596273291925466,1.1,2008,3.4677689208074414
494,4556,James Loney,0.3229813664596274,-0.4,2008,1.904002648187058
1350,4521,Ryan Spilborghs,0.31055900621118016,0.7,2008,1.267571222004653
3581,4511,Mark Teahen,0.36645962732919257,-0.3,2008,2.475716844141057
6624,4251,Stephen Drew,0.17391304347826086,1.9,2008,1.1836467080840976
2538,4229,Howie Kendrick,0.35403726708074534,1.8,2008,1.742828713949562
2979,4220,Ryan Zimmerman,0.49068322981366463,1.9,2008,4.156086607088945
1208,4191,Yunel Escobar,0.36024844720496896,2.8,2008,1.9031038802263875
6597,4166,Jesus Flores,0.2360248447204969,-0.3,2008,1.2693927474575535
8805,4082,Erick Aybar,0.15527950310559008,2.1,2008,0.7357754900647655
5105,4022,Melky Cabrera,0.2422360248447205,0.3,2008,1.9920470786546698
4162,3913,Joey Gathright,0.2981366459627329,0.2,2008,0.707633540548334
4315,3912,Mike Fontenot,0.24844720496894412,3.1,2008,0.8912811351723062
572,4747,Curtis Granderson,0.7018633540372672,4.1,2008,4.559652355452513
7546,1551,David Ross,0.2422360248447205,2.4,2008,0.907052629461768
7057,795,Brian Schneider,0.24844720496894412,1.6,2008,1.2764683560334866
2379,1534,Michael Cuddyer,0.35403726708074534,-0.3,2008,2.3653960520061363
2814,520,Alex Gonzalez,0.3478260869565218,0.3,2008,1.429949203710879
2242,518,Cliff Floyd,0.25465838509316774,0.6,2008,0.13807222010124276
947,514,Ramon Castro,0.26086956521739135,0.2,2008,0.6065916558601296
4206,513,Luis Castillo,0.38509316770186336,0.4,2008,1.6067054041402749
960,505,Dmitri Young,0.2732919254658385,-0.3,2008,0.32759035224025235
6363,470,Brandon Inge,0.31677018633540377,-0.4,2008,1.329819143220885
1636,464,Damion Easley,0.2981366459627329,0.0,2008,0.26032501504681593
444,525,Derrek Lee,0.4161490683229814,2.4,2008,1.8507757723501763
7044,454,Juan Uribe,0.24844720496894412,0.3,2008,0.9730691863750636
328,432,Todd Helton,0.47204968944099385,0.6,2008,2.7270256248416365
8088,411,Omar Vizquel,0.33540372670807456,-0.9,2008,0.7591990316832116
209,409,Jim Thome,0.422360248447205,1.7,2008,2.2841890058036087
8375,395,John McDonald,0.2732919254658385,-0.7,2008,0.05972991734292066
1011,393,Victor Martinez,0.5465838509316772,0.5,2008,3.9080039954863075
4264,370,Russell Branyan,0.2236024844720497,1.3,2008,0.6967249747315982
270,369,Milton Bradley,0.34161490683229817,4.3,2008,1.7339279271957944
6031,443,Juan Pierre,0.36024844720496896,0.0,2008,1.9574756189971971
812,527,Mike Lowell,0.49068322981366463,2.2,2008,2.675251544198289
2277,529,Kevin Millar,0.24844720496894412,-0.2,2008,0.402585416201775
7334,546,Brad Ausmus,0.1987577639751553,0.0,2008,-0.32084011612976315
1278,728,Cristian Guzman,0.2981366459627329,2.8,2008,0.7140365907892923
3060,719,Casey Blake,0.391304347826087,2.3,2008,1.6106944604684497
6164,709,Richie Sexson,0.11801242236024845,-1.0,2008,0.563004457203937
3603,690,Geoff Jenkins,0.2857142857142857,0.3,2008,1.107724712968435
3786,677,Ronnie Belliard,0.35403726708074534,1.5,2008,1.0844057335073911
8988,676,Paul Bako,0.18012422360248448,1.8,2008,-0.36926798633628344
6668,662,Paul Lo Duca,0.2173913043478261,-1.2,2008,0.9232754268143042
8104,656,Cesar Izturis,0.1987577639751553,1.0,2008,0.3466618301659854
3167,653,Mark Grudzielanek,0.3726708074534162,1.4,2008,1.0323366143688237
2715,639,Adrian Beltre,0.391304347826087,3.9,2008,3.0485051756645873
5683,634,Mike Sweeney,0.19254658385093168,0.2,2008,0.4765142897691068
1796,607,Raul Ibanez,0.2670807453416149,2.9,2008,1.2036324767029702
1178,589,Carlos Beltran,0.5279503105590062,7.2,2008,4.23186683703877
4362,580,Gregg Zaun,0.2732919254658385,1.9,2008,1.1409381176016646
7576,565,Julio Lugo,0.2360248447204969,0.4,2008,1.190802393465547
6527,550,Geoff Blum,0.2236024844720497,1.1,2008,0.24655923904786547
672,548,Lance Berkman,0.38509316770186336,7.7,2008,2.8254726765624048
3932,344,Wily Mo Pena,0.20496894409937888,-1.5,2008,0.5563845611887719
1960,731,Torii Hunter,0.4099378881987578,2.4,2008,2.673579497668306
9158,337,Jason LaRue,0.1863354037267081,0.2,2008,0.6280782210901508
1225,327,Ken Griffey Jr.,0.17391304347826086,-0.5,2008,0.5071572514728802
1226,114,Gary Sheffield,0.3975155279503106,-0.2,2008,1.9659869883122467
70,97,Chipper Jones,0.6397515527950312,7.1,2008,4.115952167477226
5269,96,Andruw Jones,0.4161490683229814,-1.1,2008,3.041801251874128
7282,94,Wes Helms,0.17391304347826086,0.0,2008,0.1509332552725473
5962,88,Rafael Furcal,0.2981366459627329,2.0,2008,1.9910353108265229
1939,57,Jose Guillen,0.3478260869565218,-0.8,2008,1.4507491181528005
2366,55,Luis Gonzalez,0.24844720496894412,-0.8,2008,0.3125529638524567
9080,144,Jerry Hairston,0.16770186335403728,2.7,2008,0.7605508643555878
7530,52,Craig Counsell,0.24844720496894412,0.7,2008,0.3496210494619181
5273,24,Bengie Molina,0.2732919254658385,1.7,2008,0.9175584616354482
8910,19,Adam Kennedy,0.14285714285714285,1.4,2008,0.5670913310861254
1378,15,Troy Glaus,0.3788819875776398,4.8,2008,2.3094261463443315
7279,11,Darin Erstad,0.25465838509316774,0.6,2008,0.6583190642005379
3847,10,David Eckstein,0.25465838509316774,-0.1,2008,0.8462485036504139
2397,2,Garret Anderson,0.2981366459627329,1.4,2008,0.7567407858186219
6236,1,Alfredo Amezaga,0.33540372670807456,1.2,2008,1.2437227354172942
8405,25,Jose Molina,0.1987577639751553,3.6,2008,-0.01881015535372854
4708,153,Gary Matthews Jr.,0.2919254658385093,-0.8,2008,1.8148813150725145
3674,157,Melvin Mora,0.3478260869565218,3.1,2008,1.4009545536852244
1874,166,Brian Roberts,0.5155279503105591,4.8,2008,3.6667625754983257
365,319,Adam Dunn,0.391304347826087,0.6,2008,2.81985664404933
4405,314,Sean Casey,0.2173913043478261,-0.1,2008,-0.08069033466251474
1823,311,Aaron Boone,0.2173913043478261,-0.1,2008,-0.03527158224279092
6473,300,Corey Patterson,0.2919254658385093,-1.1,2008,1.571815625092476
1012,255,Frank Thomas,0.3229813664596274,-0.3,2008,1.161790655036131
676,254,Aaron Rowand,0.5465838509316772,0.8,2008,2.9167511811555915
58,248,Magglio Ordonez,0.7080745341614907,1.7,2008,3.902255239106167
1090,243,Carlos Lee,0.3726708074534162,3.2,2008,2.6985190628567715
1706,242,Paul Konerko,0.30434782608695654,0.4,2008,1.9772119623641622
3851,236,Willie Harris,0.2981366459627329,3.0,2008,1.1235188723682388
7895,230,Ray Durham,0.13664596273291926,2.7,2008,0.9213825602324848
8829,227,Joe Crede,0.2173913043478261,1.6,2008,1.106696752507859
2601,217,Jason Varitek,0.3726708074534162,-0.1,2008,1.2839588151352346
912,210,Manny Ramirez,0.2857142857142857,5.9,2008,1.3767214404765173
6004,190,Nomar Garciaparra,0.14906832298136646,0.2,2008,-0.04692796128382026
3598,185,Johnny Damon,0.36024844720496896,3.8,2008,1.9831267732903064
2656,182,Tony Clark,0.2111801242236025,-0.1,2008,0.17293724250986764
3134,332,Austin Kearns,0.422360248447205,0.4,2008,2.7628444955405276
2414,741,Doug Mientkiewicz,0.2670807453416149,0.8,2008,0.2618258910549327
4423,1538,Ross Gload,0.2298136645962733,-1.6,2008,0.565737987794259
5848,746,A.J. Pierzynski,0.26086956521739135,1.2,2008,1.243178852380522
5413,1305,Eric Hinske,0.1987577639751553,2.0,2008,1.0942730273214054
3372,1297,Carlos Delgado,0.2422360248447205,2.4,2008,1.1272240610632176
2554,1286,Michael Young,0.34161490683229817,2.4,2008,2.0446908510483266
254,1281,Mark Teixeira,0.4844720496894411,6.9,2008,2.936714309365416
5911,1275,Ivan Rodriguez,0.30434782608695654,0.8,2008,0.8159425479382412
40,1274,Alex Rodriguez,0.8074534161490683,5.8,2008,6.579460087999806
1932,1260,Ryan Ludwick,0.34161490683229817,5.3,2008,1.1842514844488403
7079,1311,Felipe Lopez,0.1987577639751553,0.4,2008,1.5532780337129397
1888,1258,Mike Lamb,0.3229813664596274,-1.0,2008,1.051887414924551
2352,1235,Randy Winn,0.36024844720496896,5.1,2008,1.4365392951627838
3119,1213,Aubrey Huff,0.26086956521739135,4.0,2008,0.7936251166781791
5991,1208,Chris Gomez,0.20496894409937888,-0.2,2008,-0.8007433816207425
1934,1201,Carl Crawford,0.4161490683229814,2.8,2008,3.4862728990215404
7661,1197,Emil Brown,0.2298136645962733,-0.3,2008,0.8284475814077581
810,1178,Edgar Renteria,0.4596273291925466,1.1,2008,2.298037100999932
141,1177,Albert Pujols,0.68944099378882,8.7,2008,5.761018292396137
2781,1241,Frank Catalanotto,0.26086956521739135,-0.3,2008,1.1256565599111923
3947,1322,Shannon Stewart,0.2732919254658385,-0.1,2008,0.7017176360260104
6062,1326,Vernon Wells,0.3229813664596274,1.0,2008,2.445664941655885
725,1327,Jayson Werth,0.4099378881987578,5.1,2008,1.6760581150202136
29,745,David Ortiz,0.6024844720496895,1.8,2008,3.943588039277272
4083,1523,Marcus Thames,0.2422360248447205,-0.6,2008,1.1056753917613094
2728,1491,Ty Wigginton,0.2732919254658385,2.7,2008,1.129514270365863
8015,1464,Craig Monroe,0.14285714285714285,-0.6,2008,0.22816553610075108
4121,1449,Esteban German,0.27950310559006214,-0.3,2008,1.3621460502515128
3033,1443,Mark Ellis,0.4844720496894411,2.8,2008,2.5546343093536112
8462,1430,Adam Everett,0.2422360248447205,0.3,2008,1.0326208378201613
8727,1429,Nick Punto,0.25465838509316774,2.7,2008,1.2442911883088046
702,1419,Hank Blalock,0.2732919254658385,0.4,2008,1.6033365509734967
7852,1412,Miguel Cairo,0.2236024844720497,0.2,2008,0.12271462503661112
7105,1402,David Dellucci,0.19254658385093168,0.0,2008,0.5989900522946234
5063,1399,Jason Michaels,0.2981366459627329,0.0,2008,0.718612347989378
2159,1392,Mark DeRosa,0.36645962732919257,4.2,2008,1.4231143017142287
4845,1388,Greg Norton,0.19254658385093168,0.4,2008,0.04772125398439997
6873,1386,Alex Cora,0.2422360248447205,0.6,2008,0.4815382589833117
559,1384,Matt Stairs,0.2981366459627329,-0.3,2008,0.4666176475553381
4210,1383,Mark Loretta,0.26086956521739135,1.2,2008,0.3790988648401372
1075,1176,Placido Polanco,0.5403726708074534,3.0,2008,2.575506047562315
4824,1153,Jim Edmonds,0.2422360248447205,0.3,2008,0.3876854484231669
1654,1307,Orlando Hudson,0.3726708074534162,1.3,2008,2.3297771703761514
1410,1142,Rick Ankiel,0.30434782608695654,1.7,2008,1.7150661527664637
2487,941,Miguel Tejada,0.32919254658385094,2.4,2008,1.8182638665134307
79,934,Carlos Pena,0.5776397515527951,3.8,2008,3.571699206562836
4947,918,Ramon Hernandez,0.2732919254658385,0.8,2008,1.3452568160144631
2689,911,Jermaine Dye,0.13664596273291926,1.4,2008,0.31333136346298285
4556,906,Eric Chavez,0.2670807453416149,0.4,2008,1.6799268290930973
2059,905,Eric Byrnes,0.4347826086956522,-1.0,2008,2.9115588388064912
7182,890,Jay Payton,0.16770186335403728,1.0,2008,0.06507132944151772
828,847,Alfonso Soriano,0.6273291925465839,3.8,2008,3.700040053718813
157,841,Jorge Posada,0.5590062111801242,-0.5,2008,3.1406047071336536
1105,826,Derek Jeter,0.4347826086956522,3.4,2008,2.766025263758817
2311,818,Jason Giambi,0.25465838509316774,2.4,2008,0.851691610767715
3074,804,Brad Wilkerson,0.26086956521739135,-0.8,2008,0.9140798362934062
2621,802,Jose Vidro,0.2732919254658385,-1.2,2008,0.8128292557752868
2238,791,Brandon Phillips,0.4844720496894411,2.7,2008,3.7251487214100214
400,778,Vladimir Guerrero,0.4099378881987578,1.9,2008,3.164359645480249
2420,1152,J.D. Drew,0.33540372670807456,4.1,2008,1.8770579405467496
4057,766,Orlando Cabrera,0.5093167701863355,3.3,2008,2.9028693256123086
1726,945,Bobby Abreu,0.422360248447205,1.6,2008,2.681590075669465
481,949,Pat Burrell,0.30434782608695654,2.3,2008,1.885995553559046
5568,768,Endy Chavez,0.26086956521739135,0.9,2008,0.8442337788764704
866,1119,Jeff Kent,0.38509316770186336,0.3,2008,1.430394468144656
2139,950,Marlon Byrd,0.36645962732919257,3.1,2008,1.7417613494846167
6150,1112,Pedro Feliz,0.35403726708074534,1.2,2008,1.5737812242349776
6882,1106,Rich Aurilia,0.2236024844720497,0.3,2008,0.42818647214422856
5609,1135,Yorvit Torrealba,0.24844720496894412,1.0,2008,0.9922012802113565
1527,1101,Ichiro Suzuki,0.5900621118012422,4.3,2008,3.4554309530520966
1421,1079,Carlos Guillen,0.4161490683229814,2.1,2008,3.0110462649631544
3659,1070,Mike Cameron,0.32919254658385094,4.0,2008,2.046168564941003
7061,1066,Willie Bloomquist,0.19254658385093168,0.5,2008,0.09443812231060389
6946,1095,Scott Podsednik,0.1987577639751553,-0.4,2008,0.927906130463763
8842,1042,Mark Kotsay,0.14906832298136646,0.2,2008,0.5519071020965631
3016,1017,Jack Wilson,0.36645962732919257,1.0,2008,1.4636708255238062
613,1002,Aramis Ramirez,0.5093167701863355,4.5,2008,3.181498608396158
8147,993,Jason Kendall,0.16770186335403728,1.9,2008,0.18649961379303637
2747,990,Brian Giles,0.2732919254658385,4.1,2008,1.094528195047903
1102,971,Jimmy Rollins,0.6149068322981367,5.0,2008,5.1494368854012
4799,970,Scott Rolen,0.36024844720496896,2.7,2008,2.1466019284456674
6737,1058,Ramon Vazquez,0.2298136645962733,0.9,2008,0.7285571076412891
1285,3312,Martin Prado,0.27950310559006214,2.5,2009,1.3378716500053405
903,3410,Ryan Braun,0.49068322981366463,5.0,2009,3.6376201564754207
7975,3376,Nick Hundley,0.1863354037267081,0.7,2009,0.9157398817215743
3839,3364,Miguel Montero,0.2670807453416149,4.5,2009,0.8091871518615816
1669,3353,Matt Joyce,0.31055900621118016,1.9,2009,1.8773366130869111
3959,3336,Alberto Callaspo,0.27950310559006214,1.9,2009,0.7344712927351658
5679,3269,Robinson Cano,0.2173913043478261,3.7,2009,1.3726823884313553
4003,3114,Jose Lopez,0.3478260869565218,1.8,2009,1.7659193190218954
6162,3255,Franklin Gutierrez,0.34161490683229817,6.1,2009,1.5826877088992775
8683,3203,Andy Marte,0.1987577639751553,-0.7,2009,0.7028257219337211
1400,3190,Nate McLouth,0.4472049689440994,3.2,2009,3.5872957610896132
3432,3179,Dioner Navarro,0.16770186335403728,0.0,2009,1.0832323727170428
282,3174,Shin-Soo Choo,0.4099378881987578,5.1,2009,2.4499816575588684
8738,3131,Wladimir Balentien,0.11801242236024845,1.0,2009,0.5630677356028104
5228,3123,Gregor Blanco,0.2857142857142857,1.0,2009,1.4174506373851607
932,3442,Dan Uggla,0.47204968944099385,2.6,2009,3.1279801002186747
4079,3263,Kosuke Fukudome,0.2981366459627329,2.4,2009,1.4316543810017808
8658,3448,Jeff Mathis,0.2857142857142857,0.7,2009,1.3771523388548181
2936,3811,Ryan Theriot,0.3975155279503106,2.2,2009,2.1397874812306816
4767,3531,Troy Tulowitzki,0.2422360248447205,5.3,2009,1.9856321345319201
3207,4220,Ryan Zimmerman,0.32919254658385094,6.6,2009,2.331204293247658
2880,4191,Yunel Escobar,0.38509316770186336,3.9,2009,2.4172140631659063
6313,4166,Jesus Flores,0.19254658385093168,-0.1,2009,1.2289552078811545
5841,4082,Erick Aybar,0.34161490683229817,3.8,2009,1.2049308215593644
7859,4054,Emilio Bonifacio,0.19254658385093168,-0.5,2009,1.1572372298351692
7768,4022,Melky Cabrera,0.2298136645962733,1.5,2009,1.3293242762021662
439,3912,Mike Fontenot,0.4037267080745342,0.3,2009,1.1037073293515918
6949,3893,Eugenio Velez,0.19254658385093168,0.6,2009,1.243686012966457
4017,3882,Chris Young,0.3478260869565218,0.4,2009,2.0015409136519264
1089,3867,Kelly Shoppach,0.3975155279503106,0.0,2009,1.4955898460415327
7284,3856,Jeff Keppinger,0.14285714285714285,0.2,2009,0.6305501500771866
1891,3797,J.J. Hardy,0.4596273291925466,1.0,2009,3.1436774154321085
401,3787,David Wright,0.6459627329192548,3.2,2009,5.53080952914045
8316,3708,Rajai Davis,0.25465838509316774,3.5,2009,1.2458424860366604
1036,3707,Geovany Soto,0.3975155279503106,1.3,2009,2.5537352060611354
3007,3704,Skip Schumaker,0.3229813664596274,1.5,2009,1.2957626505194666
7417,3692,Jack Hannahan,0.2919254658385093,0.9,2009,0.9582182007785658
2618,3469,Luke Scott,0.34161490683229817,1.3,2009,1.6222365464058863
351,3057,Mike Napoli,0.3229813664596274,2.1,2009,2.4091810479432856
5640,1861,Wilson Betemit,0.19254658385093168,1.1,2009,0.30733182717045415
5357,2917,Emmanuel Burriss,0.26086956521739135,-0.5,2009,1.4584962990002937
2547,2090,Alex Rios,0.5527950310559007,0.0,2009,4.034730929357002
3154,2073,Jeff Baker,0.2360248447204969,1.2,2009,0.5478626158110198
6871,2041,John Buck,0.2422360248447205,0.1,2009,1.4102581893377968
4352,1945,Corey Hart,0.26086956521739135,0.5,2009,1.9083427740089762
264,1935,Kevin Youkilis,0.5962732919254659,5.9,2009,3.765225103667151
4530,1930,Casey Kotchman,0.2670807453416149,0.7,2009,1.8074542544390777
3101,1926,Scott Hairston,0.3478260869565218,1.7,2009,1.5988019560211302
1169,1908,Adrian Gonzalez,0.4037267080745342,5.8,2009,3.0901722687945217
1756,1904,Adam LaRoche,0.2919254658385093,2.1,2009,1.5478637926532075
5412,1888,Chad Tracy,0.17391304347826086,-0.8,2009,0.2072183940999318
5549,1887,Jose Bautista,0.2173913043478261,1.8,2009,0.620794316158598
751,1885,Brad Hawpe,0.16770186335403728,1.2,2009,0.6322457483182438
8093,1876,Willy Taveras,0.1987577639751553,0.1,2009,1.249023633989375
679,1875,Josh Hamilton,0.4782608695652174,1.3,2009,3.372199431217511
230,1873,Matt Holliday,0.5776397515527951,5.4,2009,4.114704071352294
4141,4229,Howie Kendrick,0.3229813664596274,2.1,2009,1.9550513977071815
813,1857,Joe Mauer,0.6086956521739131,8.4,2009,4.7003147010983035
1383,2103,Josh Willingham,0.3726708074534162,2.4,2009,2.142889645866495
2782,2106,Ryan Church,0.2981366459627329,1.0,2009,1.4587030615384529
1216,2113,Ryan Doumit,0.0,-2.1,2009,0.2416443702366199
4492,2140,Delmon Young,0.15527950310559008,-1.3,2009,1.0509010547696411
4938,2722,Chris Duncan,0.1863354037267081,-0.4,2009,1.1082400128495185
7841,2579,Carlos Ruiz,0.24844720496894412,2.5,2009,1.4218060136480148
2526,2521,Jorge Cantu,0.3726708074534162,0.9,2009,1.8239553311709442
5736,2437,Maicer Izturis,0.2919254658385093,3.2,2009,2.0260606652137865
6477,2364,Luis Rodriguez,0.2236024844720497,-0.8,2009,0.6216304096511454
8117,2265,Matt Treanor,0.15527950310559008,-0.2,2009,-0.12839350716157494
2429,2234,Kelly Johnson,0.3726708074534162,0.5,2009,2.0913534524966386
3161,2231,Mike Jacobs,0.14906832298136646,-0.9,2009,0.7355333901091026
5074,2963,Edgar Gonzalez,0.25465838509316774,-0.4,2009,0.5888712656176838
7051,2218,Ryan Raburn,0.1863354037267081,1.5,2009,0.29807121671558
4475,2192,Willy Aybar,0.2981366459627329,0.3,2009,1.6620116804079612
3613,2184,Gabe Gross,0.36024844720496896,0.6,2009,1.4803276704938662
6359,2179,Ronny Cedeno,0.2111801242236025,-0.7,2009,0.03433170749036585
4877,2178,Brendan Harris,0.2732919254658385,-0.2,2009,1.2779726352630867
2439,2161,Jason Kubel,0.24844720496894412,2.3,2009,1.2396030246302443
1962,2158,Greg Dobbs,0.2670807453416149,0.0,2009,0.5681315769194148
1279,2154,Ryan Howard,0.38509316770186336,4.4,2009,2.8662513339712508
2137,2151,Edwin Encarnacion,0.31055900621118016,0.1,2009,2.0502628643921987
917,2197,Grady Sizemore,0.6708074534161492,2.1,2009,5.97800750871955
1907,4251,Stephen Drew,0.32919254658385094,2.1,2009,1.5824450350519377
1651,5986,Mike Aviles,0.4844720496894411,1.3,2009,3.006017403440334
756,4316,Daniel Murphy,0.26086956521739135,0.8,2009,1.3300955061680204
4030,7243,Chris Coste,0.36024844720496896,0.3,2009,0.8832733300571551
4817,7208,Jeremy Hermida,0.20496894409937888,0.0,2009,1.3848615175515984
4214,7007,Yadier Molina,0.49068322981366463,5.1,2009,2.8760408542452836
9093,6592,Brandon Wood,0.18012422360248448,-1.7,2009,1.1282818974155087
8499,6589,Sean Rodriguez,0.2173913043478261,2.1,2009,1.2693006738223396
9162,6444,Andy LaRoche,0.13664596273291926,2.2,2009,0.8941066826122195
4486,6441,Lastings Milledge,0.20496894409937888,0.1,2009,1.7044061245609812
8521,6387,Michael Bourn,0.2111801242236025,4.7,2009,1.100074950350182
5563,6368,Adam Jones,0.30434782608695654,1.5,2009,1.867080131558542
4320,6352,Ryan Sweeney,0.3478260869565218,3.8,2009,2.186077094886579
8079,6335,Omar Quintanilla,0.1987577639751553,0.2,2009,0.12315834291053118
3594,6319,Ryan Garko,0.1987577639751553,0.7,2009,0.8422145833564194
183,6274,Carlos Quentin,0.5031055900621119,-0.5,2009,3.4412712166340333
695,6265,Andre Ethier,0.4161490683229814,2.2,2009,2.545960850753316
4624,6234,Brian Buscher,0.2298136645962733,0.4,2009,0.9009327109713348
638,6195,Ian Kinsler,0.5093167701863355,4.6,2009,3.653745839586079
6112,6144,Brian Anderson,0.2360248447204969,-0.1,2009,0.6204009702212898
3080,7254,Joe Inglett,0.31677018633540377,0.5,2009,1.0321030393383919
5928,6104,Aaron Hill,0.24844720496894412,4.0,2009,1.4345489492036512
8053,7287,Carlos Gonzalez,0.2732919254658385,2.0,2009,1.4546590776005135
4787,7399,Billy Butler,0.14285714285714285,1.8,2009,0.9374032256551086
3606,9892,Jay Bruce,0.26086956521739135,1.8,2009,1.720757840912416
1126,9368,Evan Longoria,0.5590062111801242,7.2,2009,4.323713519428868
2623,1854,Kaz Matsui,0.3229813664596274,0.7,2009,1.4675131610991103
6492,8585,Yuniesky Betancourt,0.2173913043478261,-2.4,2009,1.0550825225652376
861,8370,Dustin Pedroia,0.6086956521739131,4.7,2009,4.352702996952566
